decision,rank,score,family,tier,capacity,color,priority,ichome_title,jan,price,url,reason,note
保留,保留,63,iPhone 17,base,256GB,セージ,A,iPhone 17 256GB セージ,4549995649192,119500,https://www.1-chome.com/mobileDetail/1365/1365,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 17,base,256GB,ブラック,A,iPhone 17 256GB ブラック,4549995649154,119500,https://www.1-chome.com/mobileDetail/1365/1365,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 17,base,256GB,ホワイト,A,iPhone 17 256GB ホワイト,4549995649161,119500,https://www.1-chome.com/mobileDetail/1365/1365,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 17,base,256GB,ミストブルー,A,iPhone 17 256GB ミストブルー,4549995649178,119500,https://www.1-chome.com/mobileDetail/1365/1365,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 17,base,256GB,ラベンダー,A,iPhone 17 256GB ラベンダー,4549995649185,119500,https://www.1-chome.com/mobileDetail/1365/1365,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 16,base,256GB,ウルトラマリン,A,iPhone 16 256GB ウルトラマリン,4549995539127,115000,https://www.1-chome.com/mobileDetail/1061/1061,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 16,base,256GB,ティール,A,iPhone 16 256GB ティール,4549995539134,115000,https://www.1-chome.com/mobileDetail/1061/1061,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 16,base,256GB,ピンク,A,iPhone 16 256GB ピンク,4549995539110,115000,https://www.1-chome.com/mobileDetail/1061/1061,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 16,base,256GB,ブラック,A,iPhone 16 256GB ブラック,4549995539097,115000,https://www.1-chome.com/mobileDetail/1061/1061,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,63,iPhone 16,base,256GB,ホワイト,A,iPhone 16 256GB ホワイト,4549995539103,115000,https://www.1-chome.com/mobileDetail/1061/1061,JANあり、通常モデル、256GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,60,iPhone 15 Plus,Plus,512GB,グリーン,A,iPhone 15 Plus 512GB グリーン,4549995432251,113500,https://www.1-chome.com/mobileDetail/445/445,JANあり、Plus、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,60,iPhone 15 Plus,Plus,512GB,ピンク,A,iPhone 15 Plus 512GB ピンク,4549995432107,113500,https://www.1-chome.com/mobileDetail/445/445,JANあり、Plus、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,60,iPhone 15 Plus,Plus,512GB,ブラック,A,iPhone 15 Plus 512GB ブラック,4549995432053,113500,https://www.1-chome.com/mobileDetail/445/445,JANあり、Plus、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,60,iPhone 15 Plus,Plus,512GB,ブルー,A,iPhone 15 Plus 512GB ブルー,4549995432206,113500,https://www.1-chome.com/mobileDetail/445/445,JANあり、Plus、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,60,iPhone 15 Plus,Plus,512GB,イエロー,A,iPhone 15 Plus 512GB イエロー,4549995432152,111500,https://www.1-chome.com/mobileDetail/445/445,JANあり、Plus、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,58,iPhone 14 Pro,Pro,128GB,ゴールド,A,iPhone 14 Pro 128GB ゴールド,4549995363081,100000,https://www.1-chome.com/mobileDetail/334/334,JANあり、Pro、128GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,58,iPhone 14 Pro,Pro,128GB,シルバー,A,iPhone 14 Pro 128GB シルバー,4549995363074,100000,https://www.1-chome.com/mobileDetail/334/334,JANあり、Pro、128GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,58,iPhone 14 Pro,Pro,128GB,スペースブラック,A,iPhone 14 Pro 128GB スペースブラック,4549995363067,100000,https://www.1-chome.com/mobileDetail/334/334,JANあり、Pro、128GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,58,iPhone 14 Pro,Pro,128GB,ディープパープル,A,iPhone 14 Pro 128GB ディープパープル,4549995363098,100000,https://www.1-chome.com/mobileDetail/334/334,JANあり、Pro、128GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,57,iPhone 15,base,512GB,グリーン,A,iPhone 15 512GB グリーン,4549995430677,100000,https://www.1-chome.com/mobileDetail/448/448,JANあり、通常モデル、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,57,iPhone 15,base,512GB,ピンク,A,iPhone 15 512GB ピンク,4549995430615,100000,https://www.1-chome.com/mobileDetail/448/448,JANあり、通常モデル、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,57,iPhone 15,base,512GB,ブラック,A,iPhone 15 512GB ブラック,4549995430592,100000,https://www.1-chome.com/mobileDetail/448/448,JANあり、通常モデル、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,57,iPhone 15,base,512GB,ブルー,A,iPhone 15 512GB ブルー,4549995430653,100000,https://www.1-chome.com/mobileDetail/448/448,JANあり、通常モデル、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,57,iPhone 15,base,512GB,イエロー,A,iPhone 15 512GB イエロー,4549995430639,95000,https://www.1-chome.com/mobileDetail/448/448,JANあり、通常モデル、512GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone Air,Air,256GB,クラウドホワイト,A,iPhone Air 256GB クラウドホワイト,4549995647518,136000,https://www.1-chome.com/mobileDetail/1367/1367,JANあり、Air、256GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone Air,Air,256GB,スカイブルー,A,iPhone Air 256GB スカイブルー,4549995647532,136000,https://www.1-chome.com/mobileDetail/1367/1367,JANあり、Air、256GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone Air,Air,256GB,スペースブラック,A,iPhone Air 256GB スペースブラック,4549995647501,136000,https://www.1-chome.com/mobileDetail/1367/1367,JANあり、Air、256GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone Air,Air,256GB,ライトゴールド,A,iPhone Air 256GB ライトゴールド,4549995647525,136000,https://www.1-chome.com/mobileDetail/1367/1367,JANあり、Air、256GB,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 16 Plus,Plus,128GB,ウルトラマリン,A,iPhone 16 Plus 128GB ウルトラマリン,4549995525519,110500,https://www.1-chome.com/mobileDetail/1057/1057,JANあり、Plus、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 16 Plus,Plus,128GB,ティール,A,iPhone 16 Plus 128GB ティール,4549995525564,110500,https://www.1-chome.com/mobileDetail/1057/1057,JANあり、Plus、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 16 Plus,Plus,128GB,ピンク,A,iPhone 16 Plus 128GB ピンク,4549995525465,110500,https://www.1-chome.com/mobileDetail/1057/1057,JANあり、Plus、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 16 Plus,Plus,128GB,ブラック,A,iPhone 16 Plus 128GB ブラック,4549995525366,110500,https://www.1-chome.com/mobileDetail/1057/1057,JANあり、Plus、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 16 Plus,Plus,128GB,ホワイト,A,iPhone 16 Plus 128GB ホワイト,4549995525410,110500,https://www.1-chome.com/mobileDetail/1057/1057,JANあり、Plus、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 15 Plus,Plus,256GB,グリーン,A,iPhone 15 Plus 256GB グリーン,4549995432008,105500,https://www.1-chome.com/mobileDetail/446/446,JANあり、Plus、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 15 Plus,Plus,256GB,ピンク,A,iPhone 15 Plus 256GB ピンク,4549995431858,105500,https://www.1-chome.com/mobileDetail/446/446,JANあり、Plus、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 15 Plus,Plus,256GB,ブラック,A,iPhone 15 Plus 256GB ブラック,4549995431803,105500,https://www.1-chome.com/mobileDetail/446/446,JANあり、Plus、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 15 Plus,Plus,256GB,ブルー,A,iPhone 15 Plus 256GB ブルー,4549995431957,105500,https://www.1-chome.com/mobileDetail/446/446,JANあり、Plus、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,56,iPhone 15 Plus,Plus,256GB,イエロー,A,iPhone 15 Plus 256GB イエロー,4549995431902,103500,https://www.1-chome.com/mobileDetail/446/446,JANあり、Plus、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 16,base,128GB,ウルトラマリン,A,iPhone 16 128GB ウルトラマリン,4549995539073,102000,https://www.1-chome.com/mobileDetail/1060/1060,JANあり、通常モデル、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 16,base,128GB,ティール,A,iPhone 16 128GB ティール,4549995539080,102000,https://www.1-chome.com/mobileDetail/1060/1060,JANあり、通常モデル、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 16,base,128GB,ピンク,A,iPhone 16 128GB ピンク,4549995539066,102000,https://www.1-chome.com/mobileDetail/1060/1060,JANあり、通常モデル、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 16,base,128GB,ブラック,A,iPhone 16 128GB ブラック,4549995539042,102000,https://www.1-chome.com/mobileDetail/1060/1060,JANあり、通常モデル、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 16,base,128GB,ホワイト,A,iPhone 16 128GB ホワイト,4549995539059,102000,https://www.1-chome.com/mobileDetail/1060/1060,JANあり、通常モデル、128GB、新しめ,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 15,base,256GB,グリーン,A,iPhone 15 256GB グリーン,4549995430578,92500,https://www.1-chome.com/mobileDetail/449/449,JANあり、通常モデル、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 15,base,256GB,ピンク,A,iPhone 15 256GB ピンク,4549995430516,92500,https://www.1-chome.com/mobileDetail/449/449,JANあり、通常モデル、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 15,base,256GB,ブラック,A,iPhone 15 256GB ブラック,4549995430493,92500,https://www.1-chome.com/mobileDetail/449/449,JANあり、通常モデル、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 15,base,256GB,ブルー,A,iPhone 15 256GB ブルー,4549995430554,92500,https://www.1-chome.com/mobileDetail/449/449,JANあり、通常モデル、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,53,iPhone 15,base,256GB,イエロー,A,iPhone 15 256GB イエロー,4549995430530,90500,https://www.1-chome.com/mobileDetail/449/449,JANあり、通常モデル、256GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,46,iPhone 15 Plus,Plus,128GB,グリーン,A,iPhone 15 Plus 128GB グリーン,4549995431759,92500,https://www.1-chome.com/mobileDetail/447/447,JANあり、Plus、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,46,iPhone 15 Plus,Plus,128GB,ピンク,A,iPhone 15 Plus 128GB ピンク,4549995431605,92500,https://www.1-chome.com/mobileDetail/447/447,JANあり、Plus、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,46,iPhone 15 Plus,Plus,128GB,ブラック,A,iPhone 15 Plus 128GB ブラック,4549995431551,92500,https://www.1-chome.com/mobileDetail/447/447,JANあり、Plus、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,46,iPhone 15 Plus,Plus,128GB,ブルー,A,iPhone 15 Plus 128GB ブルー,4549995431704,92500,https://www.1-chome.com/mobileDetail/447/447,JANあり、Plus、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,46,iPhone 15 Plus,Plus,128GB,イエロー,A,iPhone 15 Plus 128GB イエロー,4549995431650,90500,https://www.1-chome.com/mobileDetail/447/447,JANあり、Plus、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,43,iPhone 15,base,128GB,グリーン,A,iPhone 15 128GB グリーン,4549995430479,84500,https://www.1-chome.com/mobileDetail/450/450,JANあり、通常モデル、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,43,iPhone 15,base,128GB,ピンク,A,iPhone 15 128GB ピンク,4549995430417,84500,https://www.1-chome.com/mobileDetail/450/450,JANあり、通常モデル、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,43,iPhone 15,base,128GB,ブラック,A,iPhone 15 128GB ブラック,4549995430394,84500,https://www.1-chome.com/mobileDetail/450/450,JANあり、通常モデル、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,43,iPhone 15,base,128GB,ブルー,A,iPhone 15 128GB ブルー,4549995430455,84500,https://www.1-chome.com/mobileDetail/450/450,JANあり、通常モデル、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,43,iPhone 15,base,128GB,イエロー,A,iPhone 15 128GB イエロー,4549995430431,82500,https://www.1-chome.com/mobileDetail/450/450,JANあり、通常モデル、128GB、15世代,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,35,iPhone 14 Plus,Plus,512GB,スターライト,A,iPhone 14 Plus 512GB スターライト,4549995360219,90000,https://www.1-chome.com/mobileDetail/349/349,JANあり、Plus、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,35,iPhone 14 Plus,Plus,512GB,パープル,A,iPhone 14 Plus 512GB パープル,4549995360264,90000,https://www.1-chome.com/mobileDetail/349/349,JANあり、Plus、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,35,iPhone 14 Plus,Plus,512GB,ブルー,A,iPhone 14 Plus 512GB ブルー,4549995360363,90000,https://www.1-chome.com/mobileDetail/349/349,JANあり、Plus、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,35,iPhone 14 Plus,Plus,512GB,ミッドナイト,A,iPhone 14 Plus 512GB ミッドナイト,4549995360165,90000,https://www.1-chome.com/mobileDetail/349/349,JANあり、Plus、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,35,iPhone 14 Plus,Plus,512GB,(PRODUCT)RED,A,iPhone 14 Plus 512GB (PRODUCT)RED,4549995360318,88000,https://www.1-chome.com/mobileDetail/349/349,JANあり、Plus、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,35,iPhone 14 Plus,Plus,512GB,イエロー,A,iPhone 14 Plus 512GB イエロー,4549995395891,88000,https://www.1-chome.com/mobileDetail/349/349,JANあり、Plus、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,32,iPhone 14,base,512GB,(PRODUCT)RED,A,iPhone 14 512GB (PRODUCT)RED,4549995362206,84000,https://www.1-chome.com/mobileDetail/346/346,JANあり、通常モデル、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,32,iPhone 14,base,512GB,スターライト,A,iPhone 14 512GB スターライト,4549995362183,84000,https://www.1-chome.com/mobileDetail/346/346,JANあり、通常モデル、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,32,iPhone 14,base,512GB,パープル,A,iPhone 14 512GB パープル,4549995362190,84000,https://www.1-chome.com/mobileDetail/346/346,JANあり、通常モデル、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,32,iPhone 14,base,512GB,ブルー,A,iPhone 14 512GB ブルー,4549995362213,84000,https://www.1-chome.com/mobileDetail/346/346,JANあり、通常モデル、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,32,iPhone 14,base,512GB,ミッドナイト,A,iPhone 14 512GB ミッドナイト,4549995362176,84000,https://www.1-chome.com/mobileDetail/346/346,JANあり、通常モデル、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,32,iPhone 14,base,512GB,イエロー,A,iPhone 14 512GB イエロー,4549995396195,83000,https://www.1-chome.com/mobileDetail/346/346,JANあり、通常モデル、512GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,31,iPhone 14 Plus,Plus,256GB,スターライト,A,iPhone 14 Plus 256GB スターライト,4549995359961,88000,https://www.1-chome.com/mobileDetail/348/348,JANあり、Plus、256GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,31,iPhone 14 Plus,Plus,256GB,パープル,A,iPhone 14 Plus 256GB パープル,4549995360011,88000,https://www.1-chome.com/mobileDetail/348/348,JANあり、Plus、256GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,31,iPhone 14 Plus,Plus,256GB,ブルー,A,iPhone 14 Plus 256GB ブルー,4549995360110,88000,https://www.1-chome.com/mobileDetail/348/348,JANあり、Plus、256GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,31,iPhone 14 Plus,Plus,256GB,ミッドナイト,A,iPhone 14 Plus 256GB ミッドナイト,4549995359916,88000,https://www.1-chome.com/mobileDetail/348/348,JANあり、Plus、256GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,31,iPhone 14 Plus,Plus,256GB,(PRODUCT)RED,A,iPhone 14 Plus 256GB (PRODUCT)RED,4549995360066,86000,https://www.1-chome.com/mobileDetail/348/348,JANあり、Plus、256GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,31,iPhone 14 Plus,Plus,256GB,イエロー,A,iPhone 14 Plus 256GB イエロー,4549995395846,86000,https://www.1-chome.com/mobileDetail/348/348,JANあり、Plus、256GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,21,iPhone 14 Plus,Plus,128GB,スターライト,A,iPhone 14 Plus 128GB スターライト,4549995359718,83000,https://www.1-chome.com/mobileDetail/347/347,JANあり、Plus、128GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,21,iPhone 14 Plus,Plus,128GB,パープル,A,iPhone 14 Plus 128GB パープル,4549995359763,83000,https://www.1-chome.com/mobileDetail/347/347,JANあり、Plus、128GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,21,iPhone 14 Plus,Plus,128GB,ブルー,A,iPhone 14 Plus 128GB ブルー,4549995359862,83000,https://www.1-chome.com/mobileDetail/347/347,JANあり、Plus、128GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,21,iPhone 14 Plus,Plus,128GB,ミッドナイト,A,iPhone 14 Plus 128GB ミッドナイト,4549995359664,83000,https://www.1-chome.com/mobileDetail/347/347,JANあり、Plus、128GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,21,iPhone 14 Plus,Plus,128GB,(PRODUCT)RED,A,iPhone 14 Plus 128GB (PRODUCT)RED,4549995359817,81000,https://www.1-chome.com/mobileDetail/347/347,JANあり、Plus、128GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,21,iPhone 14 Plus,Plus,128GB,イエロー,A,iPhone 14 Plus 128GB イエロー,4549995395792,81000,https://www.1-chome.com/mobileDetail/347/347,JANあり、Plus、128GB、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,13,iPhone 14,base,256GB,イエロー,A,iPhone 14 256GB イエロー,4549995396140,77500,https://www.1-chome.com/mobileDetail/345/345,JANあり、通常モデル、256GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,13,iPhone 14,base,256GB,スターライト,A,iPhone 14 256GB スターライト,4549995362138,77500,https://www.1-chome.com/mobileDetail/345/345,JANあり、通常モデル、256GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,13,iPhone 14,base,256GB,パープル,A,iPhone 14 256GB パープル,4549995362145,77500,https://www.1-chome.com/mobileDetail/345/345,JANあり、通常モデル、256GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,13,iPhone 14,base,256GB,ブルー,A,iPhone 14 256GB ブルー,4549995362169,77500,https://www.1-chome.com/mobileDetail/345/345,JANあり、通常モデル、256GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,13,iPhone 14,base,256GB,ミッドナイト,A,iPhone 14 256GB ミッドナイト,4549995362121,77500,https://www.1-chome.com/mobileDetail/345/345,JANあり、通常モデル、256GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,13,iPhone 14,base,256GB,(PRODUCT)RED,A,iPhone 14 256GB (PRODUCT)RED,4549995362152,76500,https://www.1-chome.com/mobileDetail/345/345,JANあり、通常モデル、256GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,12,その他,other,,,A,iPhone 14 Pro MAX 1TB ゴールド,4549995361315,140000,https://www.1-chome.com/mobileDetail/343/343,JANあり、単価あり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,12,その他,other,,,A,iPhone 14 Pro MAX 1TB シルバー,4549995361261,140000,https://www.1-chome.com/mobileDetail/343/343,JANあり、単価あり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,12,その他,other,,,A,iPhone 14 Pro MAX 1TB スペースブラック,4549995361216,140000,https://www.1-chome.com/mobileDetail/343/343,JANあり、単価あり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,12,その他,other,,,A,iPhone 14 Pro MAX 1TB ディープパープル,4549995361360,140000,https://www.1-chome.com/mobileDetail/343/343,JANあり、単価あり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,3,iPhone 14,base,128GB,スターライト,A,iPhone 14 128GB スターライト,4549995362084,73500,https://www.1-chome.com/mobileDetail/344/344,JANあり、通常モデル、128GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,3,iPhone 14,base,128GB,パープル,A,iPhone 14 128GB パープル,4549995362091,73500,https://www.1-chome.com/mobileDetail/344/344,JANあり、通常モデル、128GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,3,iPhone 14,base,128GB,ブルー,A,iPhone 14 128GB ブルー,4549995362114,73500,https://www.1-chome.com/mobileDetail/344/344,JANあり、通常モデル、128GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,3,iPhone 14,base,128GB,ミッドナイト,A,iPhone 14 128GB ミッドナイト,4549995362077,73500,https://www.1-chome.com/mobileDetail/344/344,JANあり、通常モデル、128GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,3,iPhone 14,base,128GB,(PRODUCT)RED,A,iPhone 14 128GB (PRODUCT)RED,4549995362107,70500,https://www.1-chome.com/mobileDetail/344/344,JANあり、通常モデル、128GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,3,iPhone 14,base,128GB,イエロー,A,iPhone 14 128GB イエロー,4549995396096,70500,https://www.1-chome.com/mobileDetail/344/344,JANあり、通常モデル、128GB、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 512GB ゴールド,4549995361117,130000,https://www.1-chome.com/mobileDetail/342/342,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 512GB シルバー,4549995361063,130000,https://www.1-chome.com/mobileDetail/342/342,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 512GB スペースブラック,4549995361018,130000,https://www.1-chome.com/mobileDetail/342/342,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 512GB ディープパープル,4549995361162,130000,https://www.1-chome.com/mobileDetail/342/342,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 17e 512GB ソフトピンク,4549995677737,117000,https://www.1-chome.com/mobileDetail/1445/1445,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 17e 512GB ブラック,4549995677638,117000,https://www.1-chome.com/mobileDetail/1445/1445,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 17e 512GB ホワイト,4549995677683,117000,https://www.1-chome.com/mobileDetail/1445/1445,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 256GB ゴールド,4549995360912,115000,https://www.1-chome.com/mobileDetail/341/341,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 256GB シルバー,4549995360868,115000,https://www.1-chome.com/mobileDetail/341/341,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 256GB スペースブラック,4549995360813,115000,https://www.1-chome.com/mobileDetail/341/341,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 256GB ディープパープル,4549995360967,115000,https://www.1-chome.com/mobileDetail/341/341,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 128GB ゴールド,4549995360714,110000,https://www.1-chome.com/mobileDetail/340/340,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 128GB シルバー,4549995360660,110000,https://www.1-chome.com/mobileDetail/340/340,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 128GB スペースブラック,4549995360615,110000,https://www.1-chome.com/mobileDetail/340/340,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 14 Pro MAX 128GB ディープパープル,4549995360769,110000,https://www.1-chome.com/mobileDetail/340/340,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
